(0.97,1.07)
(0.21,2.00)
(0.81,2.10)
(-0.31,-3.30)
(0.71,-3.07)
(-0.94,-2.72)
(-0.65,-2.16)
(-0.91,-1.27)
(-2.21,-0.10)
(-2.47,1.06)
(-1.09,0.12)
(-1.44,1.36)
(-3.67,5.95)
(-3.33,9.08)
(-1.03,2.53)
(-1.52,8.71)
(-0.47,5.02)
(-0.13,0.45)
(-0.11,-0.84)
(-0.07,-1.88)
(0.47,-2.31)
(0.71,-3.06)
(0.87,-1.42)
(1.45,-0.57)
(1.34,0.36)
(1.55,2.76)
(1.07,7.47)
(-0.40,10.26)
(-1.12,4.19)
(0.71,-3.06)
(0.47,-2.31)
