(-0.31,-3.35)
(-0.94,-2.78)
(-0.62,-2.20)
(-0.87,-1.29)
(-2.17,-0.13)
(-2.42,1.09)
(-1.02,0.14)
(-3.52,6.05)
(-1.34,1.40)
(-3.02,8.96)
(-0.89,2.60)
(-0.02,-1.90)
(-0.09,-0.84)
(-1.24,8.63)
(-0.31,5.30)
(0.40,1.84)
(0.37,12.74)
(1.39,7.65)
(1.77,2.96)
(1.47,0.46)
(1.54,-0.56)
(0.52,-2.33)
(0.74,-3.08)
